City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,wattegama,6.7989,81.4808,23.27,92,71,0.81,LK,1680547264
364,antalaha,-14.9003,50.2788,24.43,90,43,1.71,MG,1680547264
365,hami,42.8,93.45,2.9,40,100,6.26,CN,1680546987
366,ilorin,8.5,4.55,33.91,29,100,2.18,NG,1680547265
367,badarpur,24.9,92.6,19.2,86,3,1.9,IN,1680547265
368,sinnamary,5.3833,-52.95,27.61,65,34,4.26,GF,1680547266
369,fare,-16.7,-151.0167,27.67,69,91,1.53,PF,1680547266
370,masunga,-20.6246,27.4488,21.37,42,8,4.09,BW,1680547267
371,aswan,24.0934,32.907,27.61,11,0,0.0,EG,1680547267
372,tazovskiy,67.4667,78.7,-28.43,100,36,3.45,RU,1680547268
373,northam,51.0333,-4.2167,9.23,77,5,4.29,GB,1680547268
374,dovolnoye,54.4958,79.6671,-2.79,80,12,3.27,RU,1680547269
375,bakel,14.905,-12.4568,35.79,5,1,3.37,SN,1680547269
376,buala,-8.145,159.5921,26.53,84,99,2.78,SB,1680547111
377,jhansi,25.4333,78.5833,27.47,25,16,2.49,IN,1680546640
378,le marin,14.4721,-60.8697,29.95,58,20,8.23,MQ,1680547270
379,arrecife,28.963,-13.5477,19.99,68,20,11.32,ES,1680547271
380,prainha,-1.8,-53.48,28.98,67,63,1.71,BR,1680547271
381,poum,-20.2333,164.0167,26.72,81,98,4.08,NC,1680547272
382,husavik,66.0449,-17.3389,3.43,95,100,3.46,IS,1680547272
383,neryungri,56.6709,124.6491,-10.9,89,100,5.84,RU,1680547273
384,santa isabel do rio negro,-0.4139,-65.0192,31.23,57,80,1.67,BR,1680547273
385,high level,58.5169,-117.136,-3.94,74,75,3.6,CA,1680547207
386,itaituba,-4.2761,-55.9836,32.09,58,40,1.54,BR,1680547274
387,nagapattinam,10.7667,79.8333,27.36,82,1,4.45,IN,1680547211
388,port blair,11.6667,92.75,27.02,78,20,1.03,IN,1680547275
389,leh,34.1667,77.5833,-5.11,76,98,0.78,IN,1680547239
390,muisne,0.6,-80.0333,28.36,73,51,3.1,EC,1680547276
391,saskylakh,71.9167,114.0833,-20.87,97,97,4.92,RU,1680547277
392,daru,-9.0763,143.2092,24.77,90,100,1.65,PG,1680547277
393,potiskum,11.7091,11.0694,29.26,9,46,3.56,NG,1680547278
394,asyut,27.181,31.1837,26.1,10,2,2.22,EG,1680547278
395,kindu,-2.95,25.95,21.64,97,100,0.91,CD,1680547278
396,pascagoula,30.3658,-88.5561,28.73,77,20,5.14,US,1680547279
397,valleyview,55.0667,-117.2859,1.02,60,48,2.06,CA,1680547209
398,cockburn town,21.4612,-71.1419,27.98,61,40,5.14,TC,1680547279
399,nuuk,64.1835,-51.7216,-0.66,64,20,6.17,GL,1680547168
400,cananea,30.95,-110.3,22.52,10,73,11.19,MX,1680547280
401,spornoye,50.8448,37.2913,7.34,92,100,3.37,RU,1680547280
402,maragogi,-9.0122,-35.2225,27.67,68,79,4.49,BR,1680547281
403,sitka,57.0531,-135.33,2.94,75,20,1.54,US,1680547281
404,key largo,25.0865,-80.4473,30.0,70,5,3.77,US,1680547281
405,itoman,26.1247,127.6694,21.01,61,20,7.72,JP,1680547282
406,kijang,35.2442,129.2139,11.85,73,100,4.61,KR,1680547282
407,pisco,-13.7,-76.2167,27.03,74,0,6.69,PE,1680547254
408,champagnole,46.7445,5.9135,4.76,69,10,4.41,FR,1680547282
409,port hardy,50.6996,-127.4199,7.1,70,75,1.54,CA,1680547103
410,boyolangu,-8.1181,111.8935,23.72,88,100,0.66,ID,1680547283
411,arraial do cabo,-22.9661,-42.0278,26.98,65,40,5.66,BR,1680547283
412,vrangel,42.7297,133.0839,6.34,79,98,1.7,RU,1680547284
413,kaitangata,-46.2817,169.8464,9.48,85,59,1.69,NZ,1680547036
414,paamiut,61.994,-49.6678,1.95,84,100,4.59,GL,1680547284
415,swan river,52.1058,-101.2676,-14.06,66,100,5.14,CA,1680547285
416,never,46.9896,3.159,8.86,66,100,3.09,FR,1680547285
417,okha,53.5739,142.9478,-0.7,93,100,8.78,RU,1680547286
418,east london,-33.0153,27.9116,19.52,68,0,5.66,ZA,1680547272
419,nuevo progreso,23.1667,-97.95,30.5,52,99,3.13,MX,1680547286
420,broken hill,-31.95,141.4333,15.36,34,0,3.12,AU,1680547286
421,biltine,14.5333,20.9167,32.27,13,6,2.34,TD,1680547287
422,coos bay,43.3665,-124.2179,6.11,85,75,3.6,US,1680547209
423,warrnambool,-38.3833,142.4833,10.18,92,36,1.56,AU,1680547013
424,richards bay,-28.783,32.0377,24.16,82,97,7.31,ZA,1680547148
425,chara,56.9064,118.2631,-12.9,82,93,1.82,RU,1680547288
426,anadyr,64.75,177.4833,-25.72,76,20,5.0,RU,1680546965
427,liku,-0.7275,119.8922,23.6,92,100,0.72,ID,1680547289
428,maple creek,49.9168,-109.4848,-4.77,79,100,2.57,CA,1680547289
429,novoagansk,61.9449,76.6625,-9.66,92,100,4.38,RU,1680547289
430,stephenville,32.2207,-98.2023,32.53,40,0,4.12,US,1680547137
431,apex,35.7327,-78.8503,23.04,42,100,3.6,US,1680547290
432,sola,-13.8833,167.55,24.37,94,20,0.0,VU,1680547291
433,key west,24.5557,-81.7826,29.0,67,0,5.14,US,1680547291
434,grindavik,63.8424,-22.4338,9.26,93,100,13.38,IS,1680547291
435,brigantine,39.4101,-74.3646,15.67,65,0,7.72,US,1680547136
436,roma,43.2128,-75.4557,17.05,33,0,6.69,US,1680547194
437,krasnogorsk,55.8225,37.3181,10.19,90,40,5.0,RU,1680547292
438,nouadhibou,20.931,-17.0347,25.99,50,7,5.14,MR,1680546857
439,imeni poliny osipenko,52.4201,136.4853,0.97,96,100,3.99,RU,1680547293
440,anda,46.4,125.3167,2.45,21,100,5.82,CN,1680547293
441,luau,-10.7073,22.2247,18.47,97,100,1.09,AO,1680547294
442,road town,18.4167,-64.6167,28.05,68,0,7.83,VG,1680547134
443,ufimskiy,56.7084,58.0517,4.29,82,84,0.52,RU,1680547294
444,ko samui,9.5357,99.9357,28.38,75,51,4.47,TH,1680547295
445,zasheyek,67.4066,32.5499,-11.75,99,96,1.75,RU,1680547295
446,manono,-7.3,27.4167,21.73,93,92,0.52,CD,1680547295
447,sapele,5.8941,5.6767,26.12,85,100,2.8,NG,1680547296
448,melo,-32.3667,-54.1833,22.82,49,97,4.12,UY,1680547296
449,gat,31.61,34.7642,22.44,47,0,2.74,IL,1680547024
450,yarim,14.298,44.3779,14.17,70,82,0.72,YE,1680547297
451,smolenka,52.1352,113.4974,-8.96,41,76,4.0,RU,1680547297
452,miles city,46.4083,-105.8406,3.54,65,75,2.57,US,1680547297
453,manitowoc,44.0667,-87.8001,15.26,43,0,4.63,US,1680547297
454,tevaitoa,-16.7833,-151.5,27.73,69,77,2.21,PF,1680547298
455,lasa,46.6166,10.7002,6.49,92,39,3.2,IT,1680547298
456,doha,25.2867,51.5333,20.99,50,0,6.69,QA,1680547298
457,amurrio,43.05,-3.0,11.86,91,3,1.88,ES,1680547298
458,masallatah,32.6167,14.0,14.79,58,0,8.36,LY,1680547299
459,samarai,-10.6167,150.6667,28.38,77,97,3.63,PG,1680547299
460,jalu,29.0331,21.5482,20.88,31,0,6.17,LY,1680547299
461,fougamou,-1.2154,10.5838,24.87,93,99,0.35,GA,1680547300
462,basco,20.4487,121.9702,23.78,66,8,8.29,PH,1680547300
463,katobu,-4.9408,122.5276,23.23,94,100,0.28,ID,1680547300
464,makinsk,52.6292,70.4169,1.39,66,0,3.01,KZ,1680547300
465,ulladulla,-35.35,150.4667,11.54,87,69,1.82,AU,1680547301
466,rayadrug,14.7,76.8667,28.93,22,0,2.93,IN,1680547301
467,kieta,-6.2167,155.6333,26.0,86,50,0.88,PG,1680547302
468,high prairie,55.4334,-116.4858,0.61,75,78,1.3,CA,1680547302
469,sicamous,50.8331,-118.9856,7.33,70,100,1.75,CA,1680547302
470,maceio,-9.6658,-35.7353,30.69,62,40,5.66,BR,1680546908
471,hyeres,43.1167,6.1167,15.36,64,0,3.6,FR,1680547303
472,atar,20.5169,-13.0499,37.03,8,21,6.17,MR,1680547303
473,igarka,67.4667,86.5833,-26.13,94,17,5.67,RU,1680547303
474,todos santos,23.45,-110.2167,20.8,77,100,5.1,MX,1680547304
475,salym,60.0625,71.4789,0.68,98,100,3.3,RU,1680547308
476,kuytun,54.3419,101.5036,-4.66,85,99,3.8,RU,1680547308
477,arcata,40.8665,-124.0828,7.92,79,75,3.6,US,1680547309
478,tarata,-17.6167,-66.0167,24.68,33,16,1.3,BO,1680547309
479,noshiro,40.2039,140.0242,6.1,65,5,1.17,JP,1680547155
480,vila,42.0304,-8.1588,10.39,65,100,1.18,PT,1680547310
481,lucapa,-8.4192,20.7447,20.92,89,100,1.09,AO,1680547310
482,gamba,-2.65,10.0,26.07,82,100,3.13,GA,1680547310
483,emba,48.8264,58.1442,9.02,38,93,4.58,KZ,1680547310
484,maridi,4.9158,29.4742,23.87,32,99,2.09,SS,1680547311
485,coihaique,-45.5752,-72.0662,15.34,58,75,2.06,CL,1680546843
486,buinsk,54.95,48.2833,9.05,53,100,2.4,RU,1680547311
487,gossas,14.4912,-16.0642,38.01,26,5,6.99,SN,1680547311
488,puerto baquerizo moreno,-0.9,-89.6,28.55,74,40,3.09,EC,1680547312
489,verkhoyansk,67.5447,133.385,-21.57,94,11,0.5,RU,1680547312
490,illapel,-31.6308,-71.1653,25.36,40,100,3.35,CL,1680547312
491,souillac,-20.5167,57.5167,26.21,83,40,3.09,MU,1680547233
492,bilma,18.6853,12.9164,28.2,5,99,3.53,NE,1680547313
493,moerai,-22.4333,-151.3333,24.32,74,99,5.05,PF,1680547313
494,busembatia,0.7697,33.6131,18.27,97,100,1.39,UG,1680547313
495,vila velha,-20.3297,-40.2925,27.97,57,75,6.17,BR,1680547206
496,henties bay,-22.116,14.2845,16.72,84,0,3.07,NA,1680547314
497,half moon bay,37.4636,-122.4286,13.56,51,0,9.26,US,1680546695
498,tanabe,33.7333,135.3667,11.29,87,9,1.74,JP,1680547314
499,muli,2.9167,73.5667,28.22,70,33,2.59,MV,1680547315
500,chitral,35.8462,71.7858,8.21,86,96,0.87,PK,1680547315
501,quime,-16.9833,-67.2167,16.82,64,83,3.3,BO,1680547315
502,mayo,38.8876,-76.5119,21.78,57,0,7.72,US,1680547315
503,uruzgan,32.8333,66.0,10.62,30,0,1.38,AF,1680547316
504,avera,33.194,-82.5271,17.73,67,100,2.16,US,1680547316
505,gambo,4.6482,22.2633,25.19,62,23,1.75,CF,1680547316
506,krasnyy oktyabr,56.1167,38.8833,8.11,82,100,1.44,RU,1680547317
507,necochea,-38.5473,-58.7368,21.29,56,1,4.3,AR,1680546910
508,belyy yar,53.6039,91.3903,-2.06,43,0,2.0,RU,1680547317
509,biak,-0.9131,122.8766,23.76,91,100,3.5,ID,1680547318
510,khor,47.8861,134.9464,8.04,56,100,6.49,RU,1680547318
511,susuman,62.7833,148.1667,-26.35,100,96,0.19,RU,1680547318
512,ambilobe,-13.2,49.05,23.14,96,94,1.4,MG,1680547141
513,gasa,31.5,34.4667,18.52,65,0,1.95,PS,1680547319
514,north battleford,52.7834,-108.2847,-8.11,86,100,3.51,CA,1680547319
515,baghdad,33.3406,44.4009,19.95,52,0,1.54,IQ,1680547124
516,sorong,-0.8833,131.25,25.75,85,100,2.22,ID,1680547320
517,baruun-urt,46.6806,113.2792,-6.72,33,47,2.69,MN,1680547320
518,brandon,27.9378,-82.2859,32.94,57,0,3.6,US,1680547087
519,pozo colorado,-23.4923,-58.7972,34.77,30,0,3.29,PY,1680547321
520,kalmunai,7.4167,81.8167,26.08,81,0,2.84,LK,1680547321
521,ocampo,21.65,-101.5,27.26,11,17,2.75,MX,1680547322
522,zlobin,45.2924,14.6541,3.61,36,0,14.92,HR,1680547322
523,hasaki,35.7333,140.8333,7.34,54,0,5.39,JP,1680547112
524,port hueneme,34.1478,-119.1951,18.29,36,20,10.29,US,1680547167
525,olafsvik,64.8945,-23.7142,5.57,89,100,10.95,IS,1680547323
526,saint-gaudens,43.0833,0.6667,8.34,88,78,0.98,FR,1680547323
527,vizinga,61.0749,50.1031,-0.21,94,100,3.91,RU,1680547324
528,ust-nera,64.5667,143.2,-22.45,98,64,1.71,RU,1680547324
529,villazon,-22.0866,-65.5942,19.83,29,41,5.4,BO,1680547324
530,saint-francois,46.4154,3.9054,6.69,75,100,4.12,FR,1680547325
531,baneasa,44.0461,26.0642,11.61,84,100,8.76,RO,1680547325
532,mount gambier,-37.8333,140.7667,10.08,95,100,1.77,AU,1680547326
533,okhotsk,59.3833,143.3,-16.28,94,100,1.85,RU,1680547327
534,khani,41.9563,42.9566,6.76,87,100,1.89,GE,1680547098
535,sivas,39.7916,37.0019,7.35,70,0,1.54,TR,1680547327
536,geraldton,-28.7667,114.6,20.23,77,17,3.6,AU,1680547328
537,gouyave,12.1646,-61.7296,28.43,70,40,7.72,GD,1680547328
538,hailar,49.2,119.7,-5.83,36,0,6.84,CN,1680547328
539,kushmurun,52.4503,64.6311,0.4,82,20,2.36,KZ,1680547329
540,mastic beach,40.7668,-72.8521,13.05,60,0,5.14,US,1680547329
541,aquiraz,-3.9014,-38.3911,28.05,76,62,2.55,BR,1680547273
542,burewala,30.1667,72.65,19.82,73,90,3.3,PK,1680547330
543,ranong,9.9658,98.6348,25.08,76,50,1.07,TH,1680547214
544,russellville,35.2784,-93.1338,25.66,64,75,2.06,US,1680547330
545,akyab,20.15,92.9,25.04,77,22,2.01,MM,1680547331
546,yasothon,15.75,104.1333,30.58,40,5,3.94,TH,1680547331
547,aden,12.7794,45.0367,28.44,78,100,4.57,YE,1680547332
548,puerto escondido,15.85,-97.0667,31.46,70,0,4.12,MX,1680547332
549,bambanglipuro,-7.95,110.2833,23.59,90,100,2.94,ID,1680547265
550,houma,29.5958,-90.7195,30.0,78,40,6.17,US,1680546850
551,goderich,43.7501,-81.7165,9.18,61,100,4.63,CA,1680547333
552,ixtapa,20.7,-105.2,26.57,57,75,4.12,MX,1680547255
553,jalaun,26.1451,79.3366,27.33,23,53,2.47,IN,1680547333
554,arboledas,7.6423,-72.7994,29.09,49,75,2.39,CO,1680547334
555,tiznit,29.5833,-9.5,17.55,59,0,3.22,MA,1680547334
556,lodja,-3.4833,23.4333,19.4,97,100,1.42,CD,1680547334
557,male,4.1748,73.5089,28.97,79,20,1.54,MV,1680547270
558,saint anthony,45.0205,-93.218,6.48,60,0,4.63,US,1680547335
559,webuye,0.6075,34.7697,16.93,89,100,3.0,KE,1680547335
560,logrono,42.4667,-2.45,11.72,50,0,3.09,ES,1680547335
561,mulchen,-37.7167,-72.2333,21.92,18,0,3.84,CL,1680547336
562,bichura,50.5881,107.6022,-8.73,65,6,1.63,RU,1680547336
563,huarmey,-10.0681,-78.1522,27.46,71,96,3.62,PE,1680547336
564,colesberg,-30.72,25.0972,15.28,64,7,7.3,ZA,1680547337
565,alofi,-19.0595,-169.9187,24.94,94,75,5.14,NU,1680547329
566,dogondoutchi,13.6393,4.0287,32.27,7,100,1.85,NE,1680547337
567,moa,20.6569,-74.9403,29.1,61,1,6.41,CU,1680547338
568,emerald,-23.5333,148.1667,19.08,89,9,3.17,AU,1680547338
569,hobyo,5.3505,48.5268,28.66,72,4,6.73,SO,1680547242
570,maningrida,-12.0667,134.2667,25.08,81,100,2.22,AU,1680547339
571,tenenkou,14.4572,-4.9169,33.06,6,0,4.6,ML,1680547339
572,sulina,45.1559,29.6536,9.45,78,100,4.25,RO,1680547340
573,ismailia,30.6043,32.2723,21.6,38,0,3.46,EG,1680547340
574,itarema,-2.9248,-39.9167,27.67,74,79,2.52,BR,1680547340
575,lashio,22.9333,97.75,16.4,51,3,0.65,MM,1680547341
576,te anau,-45.4167,167.7167,8.78,98,30,1.48,NZ,1680547001
577,weligama,5.9667,80.4167,25.17,85,72,0.89,LK,1680547341
578,richmond,37.5538,-77.4603,22.82,43,100,7.2,US,1680546604
